,Duration (in seconds),Age,Gender,Residential country,Student?,TPU experience
10956,246,55-59,Man,India,No,
10957,341,18-21,Man,India,No,2-5 times
10958,1718,35-39,Man,Zimbabwe,No,2-5 times
10959,934,35-39,Man,Singapore,No,Once
10960,983,18-21,Woman,India,Yes,
10961,636,25-29,Man,Kenya,Yes,
10962,447,22-24,Man,Indonesia,Yes,
10963,722,22-24,Man,India,No,
10964,160,25-29,Man,India,Yes,
10965,477,25-29,Man,United Arab Emirates,No,
10966,287,18-21,Woman,Other,Yes,
10967,522,22-24,Man,Bangladesh,Yes,
10968,249,18-21,Man,India,Yes,
10969,402,50-54,Man,United States of America,No,
10970,389,22-24,Man,Kenya,Yes,
10971,1095,22-24,Man,India,No,
10972,1639,25-29,Man,Bangladesh,No,Never
10973,204,22-24,Man,India,Yes,
10974,5141,22-24,Man,India,No,Never
10975,4063,70+,Man,Australia,Yes,
10976,138,18-21,Man,Other,Yes,
10977,1130267,30-34,Man,United States of America,Yes,
10978,1893,70+,Man,United States of America,No,
10979,646,50-54,Man,Singapore,No,Never
10980,469,40-44,Man,Turkey,No,Never
10981,970,55-59,Man,United States of America,No,Never
10982,438,50-54,Man,Pakistan,Yes,
10983,990,40-44,Man,India,No,
10984,414,22-24,Man,Indonesia,Yes,
10985,208,30-34,Man,Brazil,No,
10986,817,35-39,Man,"Iran, Islamic Republic of...",Yes,
10987,553,40-44,Man,South Korea,No,2-5 times
10988,351,35-39,Woman,France,No,
10989,218,25-29,Prefer not to say,United States of America,Yes,
10990,203,22-24,Woman,India,No,
10991,220,30-34,Man,United States of America,Yes,
10992,805,50-54,Man,South Africa,No,Never
10993,178,25-29,Man,Mexico,Yes,
10994,1235,30-34,Man,India,No,Never
10995,414,25-29,Woman,India,No,
10996,214,22-24,Man,India,Yes,
10997,187,30-34,Prefer not to say,United States of America,No,
10998,262,30-34,Man,United Kingdom of Great Britain and Northern Ireland,No,
10999,274,22-24,Man,India,Yes,
11000,480,60-69,Man,United States of America,No,Once
11001,337,18-21,Man,India,Yes,
11002,163,22-24,Man,Viet Nam,Yes,
11003,142,18-21,Man,India,Yes,
11004,284,22-24,Woman,India,No,
11005,249,30-34,Man,India,No,
11006,230,18-21,Woman,India,Yes,
11007,273,22-24,Man,India,No,
11008,321,25-29,Woman,Argentina,No,
11009,309,18-21,Man,India,Yes,
11010,424,45-49,Man,United States of America,No,
11011,416,22-24,Man,India,Yes,
11012,262,18-21,Woman,India,Yes,
11013,244,18-21,Man,India,Yes,
11014,194,50-54,Man,United States of America,No,
11015,467,22-24,Man,Ethiopia,Yes,
11016,716,30-34,Man,Other,No,6-25 times
11017,1233,40-44,Nonbinary,Other,No,2-5 times
11018,236,45-49,Woman,United States of America,No,
11019,420,25-29,Woman,South Korea,No,
11020,387,22-24,Man,Egypt,Yes,
11021,767,35-39,Man,India,No,Never
11022,336,40-44,Man,Belgium,Yes,
11023,1518,18-21,Man,India,Yes,
11024,507,40-44,Man,Italy,No,
11025,18191,45-49,Man,South Korea,No,
11026,244,40-44,Man,Colombia,Yes,
11027,81693,30-34,Man,Other,No,
11028,803,25-29,Man,India,No,Never
11029,435,22-24,Prefer not to say,South Korea,Yes,
11030,276,25-29,Man,Bangladesh,No,
11031,607,50-54,Man,South Korea,No,
11032,1403,40-44,Woman,Egypt,Yes,
11033,288,18-21,Man,India,Yes,
11034,336,25-29,Man,India,No,
11035,765,18-21,Man,India,Yes,
11036,315,35-39,Man,Brazil,Yes,
11037,540,25-29,Man,France,No,Never
11038,368,30-34,Woman,Brazil,No,
11039,199,18-21,Man,India,Yes,
11040,196,18-21,Woman,India,Yes,
11041,562,45-49,Man,Brazil,No,
11042,551,18-21,Woman,Pakistan,Yes,
11043,393,25-29,Man,Taiwan,No,
11044,5508,25-29,Man,Russia,No,
11045,740,18-21,Woman,India,Yes,
11046,869,35-39,Man,Pakistan,No,
11047,766,30-34,Woman,"Iran, Islamic Republic of...",Yes,
11048,734,60-69,Man,United States of America,No,6-25 times
11049,223,50-54,Man,Spain,No,
11050,653,50-54,Man,India,No,Never
11051,13781,45-49,Man,Egypt,No,
11052,235,45-49,Man,Brazil,No,
11053,11902,35-39,Man,India,No,Never
11054,289,18-21,Man,Pakistan,Yes,
11055,221,45-49,Man,Taiwan,No,
11056,744,25-29,Man,Viet Nam,No,Never
11057,206,25-29,Woman,India,No,
11058,235,18-21,Man,India,Yes,
11059,284,35-39,Man,South Africa,Yes,
11060,840,22-24,Man,China,No,Never
11061,960,45-49,Man,India,No,
11062,303,40-44,Man,India,No,
11063,357,25-29,Man,India,No,
11064,658,35-39,Woman,United Arab Emirates,No,2-5 times
11065,169,18-21,Woman,India,Yes,
11066,337,25-29,Man,India,Yes,
11067,328,22-24,Man,India,Yes,
11068,1144,22-24,Man,China,Yes,
11069,262,18-21,Man,Tunisia,Yes,
11070,127,18-21,Woman,India,Yes,
11071,1892,35-39,Man,Turkey,Yes,
11072,276,18-21,Man,Sri Lanka,Yes,
11073,574,25-29,Man,India,No,2-5 times
11074,369963,50-54,Man,France,No,Never
11075,594,35-39,Man,Indonesia,No,Never
11076,600,25-29,Man,Egypt,No,
11077,325,25-29,Man,India,No,
11078,1336,25-29,Man,India,No,Never
11079,1541,35-39,Man,South Africa,No,Once
11080,408,35-39,Woman,India,No,Never
11081,535,40-44,Woman,India,Yes,
11082,668,30-34,Man,India,No,6-25 times
11083,708,45-49,Man,United Kingdom of Great Britain and Northern Ireland,No,Never
11084,681,30-34,Man,Pakistan,No,Never
11085,1930,40-44,Man,Brazil,No,Never
11086,252,25-29,Man,India,No,
11087,492,22-24,Man,France,No,
11088,36182,25-29,Man,Bangladesh,Yes,
11089,337,25-29,Man,Mexico,Yes,
11090,675,25-29,Man,India,No,Never
11091,661,40-44,Man,Canada,No,Never
11092,317,25-29,Woman,"Iran, Islamic Republic of...",No,
11093,212,18-21,Man,India,Yes,
11094,264,25-29,Man,Sri Lanka,Yes,
11095,379,50-54,Man,Hong Kong (S.A.R.),No,
11096,187,30-34,Man,China,No,
11097,634,35-39,Man,Nigeria,No,
11098,192,18-21,Man,Peru,Yes,
11099,666,40-44,Woman,United States of America,Yes,
11100,275,18-21,Man,India,Yes,
11101,209,25-29,Woman,India,No,
11102,262,18-21,Man,India,Yes,
11103,180,22-24,Man,India,Yes,
11104,306,18-21,Woman,India,Yes,
11105,595,25-29,Man,Nigeria,Yes,
11106,923,22-24,Man,India,Yes,
11107,622,40-44,Man,France,No,2-5 times
11108,1125,35-39,Man,Japan,No,Once
11109,179,60-69,Man,Russia,No,
11110,125,18-21,Woman,India,Yes,
11111,647,30-34,Man,South Korea,No,Never
11112,562,25-29,Man,India,No,
11113,813,25-29,Man,Italy,No,6-25 times
11114,1115,60-69,Man,United States of America,No,More than 25 times
11115,751,22-24,Woman,Ukraine,No,2-5 times
11116,916,45-49,Man,India,No,
11117,269,25-29,Man,Other,Yes,
11118,1548,25-29,Man,Brazil,No,Once
11119,206,18-21,Man,United States of America,Yes,
11120,1755,18-21,Man,India,Yes,
11121,11997,50-54,Woman,India,No,Never
11122,1037,50-54,Woman,Thailand,No,Never
11123,731,18-21,Man,India,Yes,
11124,612,22-24,Man,Other,Yes,
11125,318,22-24,Man,India,Yes,
11126,1031575,18-21,Man,Egypt,Yes,
11127,265,18-21,Man,China,Yes,
11128,594,18-21,Man,India,Yes,
11129,215,25-29,Woman,India,No,
11130,226,22-24,Woman,Turkey,Yes,
11131,247,30-34,Woman,India,No,
11132,577,30-34,Man,United States of America,No,Never
11133,621,30-34,Man,Nepal,No,
11134,334,22-24,Man,India,No,
11135,178,18-21,Man,United States of America,Yes,
11136,286,22-24,Man,Bangladesh,Yes,
11137,1173,30-34,Man,Nigeria,Yes,
11138,221,22-24,Woman,Australia,Yes,
11139,239,18-21,Man,India,Yes,
11140,956,35-39,Man,Other,Yes,
11141,187,22-24,Woman,Nigeria,Yes,
11142,184,25-29,Man,China,Yes,
11143,253,30-34,Man,Other,Yes,
11144,387,25-29,Man,China,No,Never
11145,1239,35-39,Man,Other,Yes,
11146,868,18-21,Man,India,Yes,
11147,1119,30-34,Man,United States of America,No,2-5 times
11148,308,35-39,Woman,United States of America,Yes,
11149,890,25-29,Man,Netherlands,No,2-5 times
11150,273,18-21,Man,India,Yes,
11151,124,18-21,Man,India,Yes,
11152,1510,45-49,Man,India,No,Never
11153,1220,35-39,Man,Turkey,No,Never
11154,191,25-29,Man,Taiwan,No,
11155,308,18-21,Man,India,Yes,
11156,247,18-21,Man,India,Yes,
11157,701,22-24,Man,India,Yes,
11158,445,22-24,Woman,India,Yes,
11159,281,50-54,Man,United Kingdom of Great Britain and Northern Ireland,No,
11160,1136,18-21,Woman,India,No,
11161,147,30-34,Man,Other,Yes,
11162,658,18-21,Man,China,Yes,
11163,973,30-34,Man,Other,No,2-5 times
11164,212,22-24,Woman,India,No,
11165,724,35-39,Man,France,No,Never
11166,368,25-29,Man,Australia,Yes,
11167,424,22-24,Man,India,Yes,
11168,2643,30-34,Man,Other,No,2-5 times
11169,2281,30-34,Man,India,No,Never
11170,4187,18-21,Woman,India,Yes,
11171,448,35-39,Woman,Other,No,
11172,394,22-24,Man,India,Yes,
11173,406,35-39,Man,India,No,2-5 times
11174,234,18-21,Woman,Taiwan,Yes,
11175,140,25-29,Man,India,Yes,
11176,189,22-24,Man,India,No,
11177,523,30-34,Man,Australia,No,
11178,23860,30-34,Man,India,No,Never
11179,547,30-34,Man,Nigeria,Yes,
11180,410,22-24,Man,Bangladesh,Yes,
11181,4977,22-24,Man,Zimbabwe,Yes,
11182,300,45-49,Man,India,Yes,
11183,299,25-29,Man,India,Yes,
11184,541,35-39,Man,India,No,
11185,788,40-44,Woman,United States of America,No,Never
11186,1658,25-29,Man,India,No,
11187,810,35-39,Man,Nigeria,No,
11188,190,22-24,Woman,India,No,
11189,284,25-29,Man,India,No,
11190,671,55-59,Man,United States of America,No,2-5 times
11191,4237,30-34,Man,United States of America,No,2-5 times
11192,3780,35-39,Woman,Algeria,No,
11193,2291,25-29,Man,Nigeria,No,
11194,763,25-29,Man,United States of America,No,
11195,542,45-49,Man,United Arab Emirates,No,
11196,990,30-34,Man,Other,No,Never
11197,248,30-34,Prefer not to say,Japan,No,
11198,994,40-44,Man,India,No,Never
11199,621,25-29,Man,India,No,6-25 times
11200,577,60-69,Man,Chile,Yes,
11201,652,30-34,Man,United States of America,No,2-5 times
11202,52568,35-39,Man,Portugal,No,Never
11203,247,30-34,Woman,Poland,Yes,
11204,524,22-24,Man,India,No,
11205,507,40-44,Man,Other,No,
11206,223,18-21,Woman,India,Yes,
11207,222,30-34,Man,Turkey,No,
11208,658,22-24,Woman,Turkey,Yes,
11209,927,18-21,Man,Nigeria,Yes,
11210,192,18-21,Woman,India,Yes,
11211,236,25-29,Man,Zimbabwe,Yes,
11212,568,18-21,Man,India,Yes,
11213,507,30-34,Man,Canada,No,Never
11214,204,25-29,Woman,United States of America,Yes,
11215,446,22-24,Woman,India,No,
11216,695,25-29,Man,India,No,Never
11217,360,25-29,Man,Bangladesh,Yes,
11218,997,25-29,Man,Other,Yes,
11219,315,25-29,Woman,United States of America,Yes,
11220,499,60-69,Man,Brazil,Yes,
11221,136,22-24,Man,India,Yes,
11222,309,18-21,Man,"Iran, Islamic Republic of...",Yes,
11223,632,22-24,Man,Viet Nam,No,6-25 times
11224,982,50-54,Man,Spain,Yes,
11225,614,25-29,Man,India,No,2-5 times
11226,767,35-39,Man,Czech Republic,No,
11227,783,18-21,Woman,India,Yes,
11228,500,60-69,Man,Japan,No,
11229,346,18-21,Man,India,Yes,
11230,638,25-29,Man,Kenya,Yes,
11231,348,55-59,Man,Canada,No,
11232,921,70+,Man,United States of America,No,2-5 times
11233,766,40-44,Man,Spain,Yes,
11234,283,30-34,Woman,India,No,
11235,461,35-39,Man,Brazil,No,
11236,286,22-24,Woman,Kenya,Yes,
11237,468,30-34,Man,India,No,Once
11238,355,18-21,Man,India,Yes,
11239,218,35-39,Nonbinary,United States of America,No,
11240,384,35-39,Man,India,No,
11241,193,18-21,Woman,India,No,
11242,314,25-29,Man,India,No,
11243,341,40-44,Woman,India,No,
11244,381,18-21,Woman,Pakistan,Yes,
11245,331,25-29,Man,India,Yes,
11246,780,50-54,Man,South Korea,No,Never
11247,5093,30-34,Man,Other,No,Never
11248,365,40-44,Man,Brazil,No,
11249,571,30-34,Man,Japan,No,
11250,1213,35-39,Woman,Turkey,No,6-25 times
11251,374,40-44,Man,Nigeria,No,
11252,383,18-21,Man,India,Yes,
11253,514,22-24,Woman,Tunisia,Yes,
11254,2270,25-29,Man,Tunisia,No,Never
11255,19633,25-29,Man,Other,No,Never
11256,132,18-21,Man,United States of America,Yes,
11257,1889,25-29,Woman,Belgium,Yes,
11258,121,18-21,Man,India,No,
11259,382,45-49,Man,United States of America,No,
11260,413,25-29,Woman,India,No,Never
11261,148,40-44,Man,Nigeria,No,
11262,406,25-29,Man,India,No,
11263,401,25-29,Prefer not to say,United States of America,No,
11264,285,22-24,Woman,Pakistan,Yes,
11265,170110,40-44,Woman,India,No,
11266,171,25-29,Man,Tunisia,Yes,
11267,489,25-29,Man,Japan,No,6-25 times
11268,137,25-29,Woman,United States of America,No,
11269,201,25-29,Man,Nepal,Yes,
11270,160,25-29,Woman,Argentina,Yes,
11271,828,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
11272,508,22-24,Man,India,Yes,
11273,168,18-21,Man,India,Yes,
11274,295,40-44,Man,Taiwan,No,
11275,1143,22-24,Woman,India,No,Never
11276,205,22-24,Woman,India,Yes,
11277,220,22-24,Man,India,No,
11278,460,25-29,Man,India,No,Never
11279,156,22-24,Woman,United States of America,Yes,
11280,444,25-29,Man,India,No,2-5 times
11281,498,35-39,Man,Japan,No,6-25 times
11282,213248,35-39,Man,Japan,No,
11283,475,45-49,Man,Other,No,2-5 times
11284,329,18-21,Woman,India,Yes,
11285,767,45-49,Man,Other,No,
11286,1962,22-24,Man,India,Yes,
11287,237,30-34,Man,Mexico,No,
11288,1361,35-39,Man,Argentina,Yes,
11289,174,22-24,Man,India,Yes,
11290,140,18-21,Man,India,Yes,
11291,264,35-39,Woman,Argentina,No,
11292,204,30-34,Man,United States of America,Yes,
11293,291,35-39,Man,United States of America,Yes,
11294,149,25-29,Woman,Bangladesh,No,
11295,167,18-21,Woman,Indonesia,Yes,
11296,297,35-39,Man,India,No,
11297,1412,45-49,Man,Brazil,No,2-5 times
11298,191,30-34,Prefer not to say,United States of America,Yes,
11299,234,30-34,Woman,India,No,
11300,2047,40-44,Man,Thailand,No,
11301,526,55-59,Man,Pakistan,No,
11302,869,22-24,Man,Other,No,
11303,787,40-44,Man,Brazil,No,
11304,178,18-21,Woman,India,Yes,
11305,7530,25-29,Man,India,No,
11306,595,25-29,Man,Indonesia,No,
11307,522,22-24,Man,India,No,
11308,224,22-24,Man,India,Yes,
11309,365,60-69,Man,United Kingdom of Great Britain and Northern Ireland,No,
11310,478,30-34,Man,India,Yes,
11311,1590,35-39,Woman,United States of America,No,Never
11312,317,18-21,Woman,India,Yes,
11313,340,22-24,Woman,India,Yes,
11314,353,50-54,Man,India,No,
11315,4582,25-29,Man,India,No,
11316,516,22-24,Man,India,No,
11317,491,18-21,Woman,India,Yes,
11318,567,40-44,Woman,India,No,
11319,226,18-21,Woman,India,Yes,
11320,228,55-59,Man,South Korea,No,
11321,4045,35-39,Man,United Kingdom of Great Britain and Northern Ireland,No,More than 25 times
11322,271,35-39,Man,Cameroon,No,
11323,336,25-29,Man,Mexico,Yes,
11324,414,22-24,Man,Other,No,Never
11325,1582,50-54,Man,Argentina,No,
11326,474,50-54,Man,United States of America,No,
11327,389,40-44,Man,Mexico,No,
11328,162,30-34,Man,India,No,
11329,345,25-29,Woman,United States of America,Yes,
11330,332,18-21,Man,India,Yes,
11331,1372,30-34,Man,Other,No,
11332,253,18-21,Man,Turkey,Yes,
11333,534,30-34,Man,United Kingdom of Great Britain and Northern Ireland,No,2-5 times
11334,372,25-29,Man,Pakistan,Yes,
11335,316,18-21,Woman,India,Yes,
11336,254,30-34,Man,Ukraine,No,
11337,715,30-34,Man,Ethiopia,Yes,
11338,287,18-21,Woman,India,Yes,
11339,3178,35-39,Man,India,No,
11340,458,45-49,Man,Russia,Yes,
11341,462,22-24,Man,India,Yes,
11342,314,22-24,Man,Pakistan,Yes,
11343,774,45-49,Man,India,No,
11344,753,25-29,Man,Ethiopia,Yes,
11345,420,25-29,Man,Pakistan,No,Never
11346,791,30-34,Man,Other,Yes,
11347,140,25-29,Man,Other,No,
11348,661,35-39,Man,Australia,No,Never
11349,1487,30-34,Woman,South Korea,No,Never
11350,1907,50-54,Man,Chile,No,Never
11351,534,40-44,Man,India,No,
11352,196,40-44,Man,Brazil,Yes,
11353,5793,30-34,Woman,Thailand,Yes,
11354,303,18-21,Man,India,Yes,
11355,448,35-39,Woman,India,Yes,
11356,181,18-21,Woman,India,Yes,
11357,462,25-29,Woman,Poland,No,
11358,1015,25-29,Woman,United States of America,No,
11359,239,35-39,Man,India,Yes,
11360,388,18-21,Man,India,No,
11361,757,25-29,Man,Netherlands,No,Never
11362,196,22-24,Man,Russia,Yes,
11363,641,35-39,Man,Nigeria,No,
11364,701,30-34,Woman,India,No,
11365,672,25-29,Man,Nigeria,No,
11366,250,18-21,Man,India,Yes,
11367,192,18-21,Woman,India,Yes,
11368,257,18-21,Woman,India,No,
11369,719,50-54,Man,India,No,
11370,188,25-29,Man,India,Yes,
11371,204,22-24,Man,India,Yes,
11372,229,18-21,Woman,Indonesia,Yes,
11373,622,50-54,Man,Spain,No,
11374,364,22-24,Man,India,No,
11375,289,22-24,Woman,India,No,Never
11376,549,45-49,Man,Japan,No,
11377,2736,30-34,Man,Peru,Yes,
11378,444,40-44,Woman,Chile,No,
11379,538,25-29,Man,Ethiopia,Yes,
11380,24989,40-44,Woman,India,No,
11381,502,60-69,Man,United Kingdom of Great Britain and Northern Ireland,No,
11382,277,18-21,Man,India,Yes,
11383,535,18-21,Woman,India,Yes,
11384,317,40-44,Man,United States of America,Yes,
11385,754,30-34,Man,Nigeria,No,
11386,292,18-21,Man,India,Yes,
11387,981,35-39,Woman,India,No,Once
11388,154,30-34,Man,United States of America,No,
11389,7034,45-49,Man,United States of America,No,
11390,238,18-21,Man,India,Yes,
11391,815,22-24,Man,India,No,Never
11392,2603,30-34,Woman,India,Yes,
11393,283,25-29,Man,Morocco,Yes,
11394,1992,35-39,Man,United States of America,No,
11395,845,30-34,Man,Other,No,
11396,295,18-21,Man,India,No,
11397,42098,35-39,Man,Turkey,No,Once
11398,323,18-21,Woman,India,Yes,
11399,261,40-44,Man,Mexico,Yes,
11400,350,30-34,Prefer not to say,India,Yes,
11401,341,22-24,Man,India,No,
11402,375,18-21,Man,Egypt,Yes,
11403,268,18-21,Prefer not to say,India,Yes,
11404,434,55-59,Woman,Brazil,No,
11405,414,25-29,Man,India,Yes,
11406,561,30-34,Man,India,No,
11407,295,22-24,Man,India,No,
11408,329,25-29,Man,India,Yes,
11409,609,30-34,Man,Brazil,No,Never
11410,13392,25-29,Woman,Kenya,No,
11411,442,30-34,Man,Russia,Yes,
11412,438,35-39,Man,United States of America,No,Never
11413,222,25-29,Man,United States of America,Yes,
11414,32213,45-49,Woman,United States of America,No,Never
11415,213,18-21,Man,India,No,
11416,390,25-29,Man,Bangladesh,No,
11417,334,25-29,Woman,Pakistan,Yes,
11418,212,22-24,Man,India,Yes,
11419,1018,25-29,Woman,India,No,Never
11420,15748,35-39,Prefer not to say,United States of America,No,
11421,661,40-44,Man,Philippines,No,
11422,147,18-21,Man,Nigeria,No,
11423,44543,25-29,Man,United States of America,No,
11424,465,30-34,Man,China,No,2-5 times
11425,535,40-44,Man,South Africa,No,6-25 times
11426,865,18-21,Man,India,Yes,
11427,323,40-44,Man,Other,Yes,
11428,1254438,18-21,Man,India,Yes,
11429,763,40-44,Man,Taiwan,No,
11430,164,25-29,Woman,Nigeria,Yes,
11431,642,25-29,Man,Tunisia,Yes,
11432,341,18-21,Man,India,Yes,
11433,932,30-34,Man,India,Yes,
11434,508,50-54,Man,Thailand,No,
11435,170,30-34,Woman,United States of America,Yes,
11436,382,30-34,Man,Mexico,No,
11437,172,30-34,Man,India,No,
11438,507,18-21,Man,India,Yes,
11439,838,35-39,Man,Other,No,Never
11440,237,18-21,Man,India,Yes,
11441,3356,30-34,Man,India,No,Never
11442,2586,30-34,Man,United States of America,Yes,
11443,446,35-39,Woman,Japan,No,Never
11444,401,18-21,Man,Pakistan,Yes,
11445,756,30-34,Man,"Iran, Islamic Republic of...",No,Never
11446,175,18-21,Man,India,Yes,
11447,237,25-29,Man,Argentina,No,
11448,226,25-29,Woman,Nigeria,Yes,
11449,523,25-29,Man,Spain,No,Never
11450,342,18-21,Man,India,Yes,
11451,6412,50-54,Man,United States of America,Yes,
11452,794,50-54,Man,Singapore,No,
11453,1190,30-34,Man,Colombia,Yes,
11454,54102,50-54,Man,United Kingdom of Great Britain and Northern Ireland,No,
11455,667,30-34,Man,Nigeria,No,Never
11456,431,40-44,Man,Saudi Arabia,No,
11457,1133,30-34,Man,India,No,Once
11458,372,45-49,Woman,Canada,No,
11459,499,18-21,Man,India,Yes,
11460,737,35-39,Man,Netherlands,No,
11461,405,25-29,Man,Nigeria,Yes,
11462,294,35-39,Woman,United States of America,Yes,
11463,498,60-69,Woman,Israel,No,
11464,574,22-24,Man,Ukraine,Yes,
11465,187,18-21,Man,India,Yes,
11466,251,18-21,Man,Other,Yes,
11467,241,35-39,Woman,United States of America,Yes,
11468,394,30-34,Woman,Thailand,Yes,
11469,17461,22-24,Man,India,Yes,
11470,144,30-34,Nonbinary,United States of America,No,
11471,1391,30-34,Man,Taiwan,No,Never
11472,695,35-39,Man,Pakistan,No,
11473,940,40-44,Man,United States of America,No,6-25 times
11474,371,22-24,Woman,India,Yes,
11475,469,18-21,Man,India,Yes,
11476,1609,25-29,Man,India,Yes,
11477,265,22-24,Man,Other,No,
11478,508,25-29,Woman,India,Yes,
11479,491,18-21,Man,Pakistan,Yes,
11480,402,18-21,Man,India,Yes,
11481,669,22-24,Woman,India,No,
11482,343,45-49,Man,Brazil,No,
11483,354,40-44,Man,"Iran, Islamic Republic of...",No,
11484,1154,18-21,Man,India,Yes,
11485,177,18-21,Man,India,No,
11486,353,25-29,Man,India,No,
11487,1978,22-24,Man,Nigeria,Yes,
11488,716,40-44,Man,India,No,
11489,3634,40-44,Woman,Mexico,Yes,
11490,255,18-21,Man,India,Yes,
11491,153,18-21,Woman,United States of America,Yes,
11492,616,35-39,Woman,India,No,
11493,160,18-21,Man,United States of America,Yes,
11494,814,25-29,Man,Mexico,Yes,
11495,273,25-29,Woman,United States of America,Yes,
11496,197,22-24,Man,Other,Yes,
11497,358,18-21,Woman,India,Yes,
11498,371,30-34,Woman,Kenya,Yes,
11499,220,22-24,Man,India,Yes,
11500,508,25-29,Man,Turkey,Yes,
11501,594,25-29,Man,India,No,
11502,5408,30-34,Woman,Other,Yes,
11503,204,22-24,Man,India,Yes,
11504,676,35-39,Man,China,No,Never
11505,2125,35-39,Man,Other,No,2-5 times
11506,260,45-49,Woman,India,No,
11507,482,45-49,Man,Canada,No,
11508,357,18-21,Man,Nigeria,Yes,
11509,323,45-49,Man,United States of America,Yes,
11510,1367,50-54,Man,Egypt,Yes,
11511,309,25-29,Man,India,No,
11512,626,45-49,Man,Algeria,Yes,
11513,258653,18-21,Man,Japan,Yes,
11514,16627,18-21,Prefer to self-describe,India,Yes,
11515,168,18-21,Woman,India,Yes,
11516,1269,40-44,Man,China,No,
11517,661,40-44,Woman,India,Yes,
11518,309,60-69,Woman,United States of America,No,
11519,990,45-49,Woman,Egypt,No,Never
11520,328,22-24,Man,Nigeria,Yes,
11521,281,18-21,Man,India,Yes,
